Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
JXMTZKHF,journalArticle,2022,#NAME?,An improved SSD-based gastric cancer detection method,,,,10.1007/978-981-19-4546-5_35,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000886933000035,"Gastric cancer is one of the malignant cancers with a very high fatal rate, and early detection plays an essential role in the treatment and improves the five-year 5-year survival rate. In this study, we an improved gastric cancer detection method in endoscopy image based on SSD (Single Shot MultiBox Detector). Our methods mainly aim to deal with the insufficient fusion of different semantic feature maps and the existence of semantic gaps during fusion in the SSD detector. To achieve these goals, we leverage a recurrent feature pyramid network, a multi-layer feature fusion module, and an auxiliary lesion segmentation branch. The experimental results on the gastric cancer dataset collected from the First Affiliated Hospital of Xiamen University show that the improved SSD algorithm can improve the mAP metric by 5.9% compared with the original SSD algorithm to reach 56%.",2022,2025/4/23 19:24,2025/4/23 20:10,,,,,,,,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 451-459 Place: CCF Tech Comm Cooperat Comp, Xiangtan, PEOPLES R CHINA Web of Science ID: WOS:000886933000035",,,,Gastric cancer detection; Deep learning; Feature fusion; SSD; 364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPQK4QC5,journalArticle,2019,#NAME?,Impact of proteomics investigations on gastric cancer treatment and diagnosis,Gastroenterology and Hepatology from Bed to Bench,,2008-2258,,MEDLINE:32099594,"Gastric cancer is one of the epidemics diseases with a high mortality rate in different countries. It causes many health problems in the world every year. It affects the digestive tract, and in advanced cases, its treatment has many difficulties. Early detection of cancer in different parts of the gastrointestinal tract can be accompanied by inexpensive treatment. As cancer cells make different biomarkers during different stages of the disease, researchers are looking for different biomarkers for gastrointestinal cancers detection. On the other hand, with the advent of advanced techniques such as proteomics and the discovery of a large number of proteins related to gastrointestinal cancer, finding the role of these proteins is essential. Indeed, the function of large amounts of these proteins has remained unknown. Data from databases such as genes and proteins associated with gastrointestinal cancers were collected and the proteomic data of these databases were analyzed to find a clear perspective of the impact of proteomics in gastric cancer management. The role of heat shock proteins, metabolic proteins, membrane binding proteins, galectins, prohibitins, S100 proteins, and many different types of proteins in gastric cancer was highlighted. This article reviewed proteomic researches in cancer-related areas of the gastric cancer in order to evaluate the findings of researchers. ©2019 RIGLD.",2019,2025/4/23 19:24,2025/4/23 20:09,,,,Suppl1,12,,Gastroenterol. Hepatol. Bed Bench,,,,,,,,en,,,,,Clarivate Analytics Web of science,,Place: Iran Web of Science ID: MEDLINE:32099594,,,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AD3B2WF,journalArticle,2012,"El Abiad, Rami; Gerke, Henning",Gastric Cancer: Endoscopic Diagnosis and Staging,SURGICAL ONCOLOGY CLINICS OF NORTH AMERICA,,"1055-3207, 1558-5042",10.1016/j.soc.2011.09.002,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000298310300003,"Gastric cancer is common and is a cause of severe morbidity and mortality. Early diagnosis can improve the chances of cure and prolong survival because prognosis is inversely related to the disease stage. Endoscopy plays an important role in diagnosis. Emerging adjunct technologies such as image-enhanced endoscopy and magnification endoscopy aid in early cancer detection. Endoscopic ultrasonography is an additional useful tool for preoperative staging. Endoscopy for screening, except for high-risk patients, and outside areas of high prevalence, remains controversial.",Jan-12,2025/4/23 17:57,2025/4/23 20:18,,1-+,,1,21,,Surg. Oncol. Clin. N. Am.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 20 Place: Philadelphia Publisher: W B Saunders Co-Elsevier Inc Web of Science ID: WOS:000298310300003,,,,Gastric cancer; FOLLOW-UP; Endoscopy; INTESTINAL METAPLASIA; CONVENTIONAL ENDOSCOPY; JAPANESE GUIDELINES; Screening; STOMACH-CANCER; DIFFERENTIAL-DIAGNOSIS; MAGNIFYING ENDOSCOPY; Chromoendoscopy; Endoscopic ultrasound; COMPUTED-TOMOGRAPHY; Classification; ENHANCED-MAGNIFICATION ENDOSCOPY; MASS-SCREENING PROGRAM; 1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4SM2T2AN,journalArticle,2013,#NAME?,Epigenetic-mediated tumor suppressor genes as diagnostic or prognostic biomarkers in gastric cancer,Expert Review of Molecular Diagnostics,,1473-7159,10.1586/ERM.13.32,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000320661300009,"Gastric cancer is believed to result in part from the accumulation of multiple genetic and epigenetic alterations leading to oncogene overexpression and tumor suppressor loss. Tumor suppressor genes are inactivated more frequently by promoter methylation than by mutation in gastric cancer. Identification of genes inactivated by promoter methylation is a powerful approach to discover novel tumor suppressor genes. We have previously identified tumor suppressor genes in gastric cancer by genome-wide methylation screening. The biological functions of these genes are related to cell adhesion, ubiquitination, transcription, p53 regulation and diverse signaling pathways. Some of the tumor suppressor genes are of particular clinical importance as they can be used as predictive biomarkers for early diagnosis or ongoing prognosis of gastric cancer.",2013,2025/4/23 19:24,2025/4/23 20:09,,,,5,13,,Expert Rev. Mol. Diagn.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 445-455 Place: KARL JOHANS GATE 5, NO-0154 OSLO, NORWAY Publisher: Taylor & Francis As Web of Science ID: WOS:000320661300009",,,,gastric cancer; Helicobacter pylori; RNF180; tumor suppressor gene; 1280; ADAMTS9; BCL6B; PCDH10; promoter methylation; ZNF545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQTGM6KB,journalArticle,2015,"Yoon, Hyuk; Kim, Nayoung",Diagnosis and Management of High Risk Group for Gastric Cancer,GUT AND LIVER,,"1976-2283, 2005-1212",10.5009/gnl14118,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000347142100003,"Gastric cancer is associated with high morbidity and mortality worldwide. To reduce the socioeconomic burden related to gastric cancer, it is very important to identify and manage high risk group for gastric cancer. In this review, we describe the general risk factors for gastric cancer and define high risk group for gastric cancer. We discuss strategies for the effective management of patients for the prevention and early detection of gastric cancer. Atrophic gastritis (AG) and intestinal metaplasia (IM) are the most significant risk factors for gastric cancer. Therefore, the accurate selection of individuals with AG and IM may be a key strategy for the prevention and/or early detection of gastric cancer. Although endoscopic evaluation using enhanced technologies such as narrow band imaging-magnification, the serum pepsinogen test, Helicobacter pylori serology, and trefoil factor 3 have been evaluated, a gold standard method to accurately select individuals with AG and IM has not emerged. In terms of managing patients at high risk of gastric cancer, it remains uncertain whether H. pylori eradication reverses and/or prevents the progression of AG and IM. Although endoscopic surveillance in high risk patients is expected to be beneficial, further prospective studies in large populations are needed to determine the optimal surveillance interval.",Jan-15,2025/4/23 17:57,2025/4/23 20:15,,5月17日,,1,9,,Gut Liver,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 13 Place: Seoul Publisher: Editorial Office Gut & Liver Web of Science ID: WOS:000347142100003,,,,HELICOBACTER-PYLORI INFECTION; FOLLOW-UP; Stomach neoplasms; INTESTINAL METAPLASIA; SERUM PEPSINOGEN; ENDOSCOPIC RESECTION; ATROPHIC GASTRITIS; PREMALIGNANT LESIONS; STOMACH-CANCER; CLINICOPATHOLOGICAL CHARACTERISTICS; Risk factors; Risk management; TREFOIL FACTOR; 1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97UJ6IJN,journalArticle,2015,#NAME?,MicroRNA-21: mechanisms of oncogenesis and its application in diagnosis and prognosis of gastric cancer,Archives of Iranian Medicine,,1029-2977,,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000361223700008,"Gastric cancer is a silent killer, claiming more than seven hundred thousand lives every year. This heavy burden creates an irrefutable need for accurate, noninvasive methods of population screening and early detection as well as disease monitoring and management. Gastric cancer is a multi-factorial disease with an uneven geographic distribution, mostly affecting the developing countries and Southeast Asia. The multi-dimensional roles of microRNAs in gene regulation and tumorigenesis have prompted investigators to explore their potentials in diagnosis and treatment of various cancers, including gastric cancer. In this respect, miR-21 has attracted much attention as well as generating some controversies. Here, we aim to describe, in a chronological order, the numerous studies which have explored 1) the interactions of this oncomir with Helicobacter pylori infection, as a class I gastric carcinogen, 2) its potential mechanisms of oncogenicity, by various induction/inhibition assays, and 3) its application as a diagnostic/prognostic invasive (tissue) and non-invasive (circulating) biomarker.",2015,2025/4/23 19:24,2025/4/23 20:09,,,,8,18,,Arch. Iran. Med.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 524-536 Place: PO BOX 19395-5655, TEHRAN, 00000, IRAN Publisher: Acad Medical Sciences I R Iran Web of Science ID: WOS:000361223700008",,,,Helicobacter pylori; proliferation; tumor differentiation; gene regulation; 1346; tumor stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJIWTK5I,journalArticle,2013,"Wu, Wei; Chung, Maxey C. M.",The gastric fluid proteome as a-potential source of gastric cancer biomarkers,JOURNAL OF PROTEOMICS,,"1874-3919, 1876-7737",10.1016/j.jprot.2013.04.035,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000324452300002,"Gastric cancer is a significant cause of death in many parts of the world. Although timely intervention is associated with better clinical outcome, early gastric cancer detection is frequently not possible given its asymptomatic nature. As such, sensitive and specific gastric cancer biomarkers are highly sought after as diagnostic surrogates that may replace invasive endoscopic and histological examinations. Unlike gastric cancer tissue and serum which are heterogeneous and overloaded with abundant proteins, the gastric fluid contains a concentrated molecular biopsy of the stomach that accurately reflects gastric oncology. This review attempts to (i) summarise the state of proteomics-based gastric cancer biomarker discovery from patient gastric fluids, (ii) outline key considerations in working with the body fluid, and (ii) discuss how the challenges in gastric cancer diagnosis may be overcome with new perspectives in gastric cancer screening. This article is part of a Special Issue entitled: From Genome to Proteome: Open Innovations. (C) 2013 Elsevier B.V. All rights reserved.",2013/9/2,2025/4/23 17:57,2025/4/23 20:16,,3月13日,,SI,90,,J. Proteomics,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 11 Place: Amsterdam Publisher: Elsevier Science Bv Web of Science ID: WOS:000324452300002,,,,Biomarker; Gastric cancer; RISK; HELICOBACTER-PYLORI; Diagnosis; INTESTINAL METAPLASIA; Proteomics; TRENDS; JUICE; CHRONIC ATROPHIC GASTRITIS; ALPHA-1-ANTITRYPSIN; AROMATIC-AMINO-ACIDS; DIAGNOSTIC-TOOL; FLUORESCENCE; Gastric fluid; 1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZWW5BF5T,journalArticle,2024,#NAME?,Global progress and future prospects of early gastric cancer screening,Journal of Cancer,,1837-9664,10.7150/jca.95311,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=001207731000001,"Gastric cancer is a prevalent malignancy that poses a serious threat to global health. Despite advances in medical technologies, screening methods, and public awareness, gastric cancer remains a significant cause of morbidity and mortality worldwide. Early gastric cancer frequently does not present with characteristic symptoms, while advanced stage disease is characterized by a dismal prognosis. As such, early screening in gastric cancer is of great importance. In recent years, advances have been made globally in both clinical and basic research for the screening of early gastric cancer. The current predominant screening methods for early gastric cancer include imaging screening, endoscopic screening and serum biomarker screening. Imaging screening encompasses upper gastrointestinal barium meal, multidimensional spiral computed tomography (MDCT), Magnetic resonance imaging (MRI), and ultrasonography. Endoscopic screening methods include white light endoscopy, chromoendoscopy, computed virtual chromoendoscopy, and other endoscopic techniques like endocytoscopy, confocal laser endomicroscopy, optical coherence tomography and so on. Biomarkers screening involves the assessment of conventional biomarkers such as CEA, CA19-9 and CA72-4 as well as more emerging biomarkers such as peptides (PG, G-17, GCAA, TAAs and others), DNA (cfDNA, DNA methylation, MSI), noncoding RNA (miRNA, lncRNA, circRNA, and tsRNA) and others. Each screening method has its strengths and limitations. This article systematically summarizes worldwide progress and future development of early gastric cancer screening methods to provide new perspectives and approaches for and treatment advancements in cancer worldwide.",2024,2025/4/23 19:24,2025/4/23 20:09,,,,10,15,,J. Cancer,,,,,,,,en,,,,,Clarivate Analytics Web of science,,"Num Pages: 3045-3064 Place: PO BOX 4546, LAKE HAVEN, NSW 2263, AUSTRALIA Publisher: Ivyspring Int Publ Web of Science ID: WOS:001207731000001",,,,Gastric cancer; Endoscopy; Biomarkers; Early screening; 1327; Imaging; Noncoding RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUAHEI5U,journalArticle,2023,#NAME?,Alloprevotella can be considered as a potential oral biomarker in intestinal metaphase of gastric patients,Studies in Health Technology and Informatics,,1879-8365,10.3233/SHTI230836,MEDLINE:38007737,"Gastric cancer is a malignant tumor with high incidence and death rate. Every year, Approximately 950,000 new cases of gastric cancer occur globally with nearly 700000 deaths,so gastric precancerous lesions(GPL) was crucial and important.At present, the effective diagnostic methods for gastric precancerous lesions are generally gastroscope and pathological changes of gastric mucosal, but those methods were invasive and would bring some pains to patients and not suitable for frequent and large-scale screening of gastric cancer or GPL.This study aimed to look for a sensitive,effective and non-invasive diagnostic method to improve the early diagnosis rate of GLP, and thereby reduce the incidence and death rate of gastric cancer.Tongue diagnosis is one of the classic diagnostic methods in traditional Chinese medicine(TCM).The tongue was closely related to the spleen and stomach.In the study, we collected 133 patients with chronic gastritis, including 53 cases in inflammatory group, 31 cases in atrophic group, and 49 cases in intestinal metaplasia group. and we analyzed the correlation between tongue,microbiota of tongue coating and clinical symptoms of GLP.The results showed that greasy coating was closely related to the intestinal metaphase of patients, indicating that greasy coating was closed link with intestinal metaphase phase of patients.Abundance of 209 genus were significant differences between greasy and non-greasy coating in intestinal metaphase phase of patients, Top10 were Streptococcus,norank_p__Saccharibacteria,Alloprevotella, Atopobium, Megasphaera, Gemella, Moraxella,unclassified_f__Prevotellaceae, Solobacterium and Stomatobaculum. Alloprevotella and Streptococcus were important genus markers and Alloprevotella was selected as a potential oral biomarker to diagnose intestinal metaphase phase of patients, the AUC value is 0.74.",2023,2025/4/23 19:24,2025/4/23 20:09,,,,,308,,Stud. Health Technol. Inf.,,,,,,,,en,,,,,Clarivate Analytics Web of science,,Place: Netherlands Web of Science ID: MEDLINE:38007737,,,,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD4EHAUZ,journalArticle,2024,"Khalili-Tanha, Ghazaleh; Khalili-Tanha, Nima; Rouzbahani, Arian Karimi; Mahdieh, Ramisa; Jasemi, Kimia; Ghaderi, Rosa; Leylakoohi, Fatemeh Khojasteh; Ghorbani, Elnaz; Khazaei, Majid; Hassanian, Seyed Mahdi; Gataa, Ibrahim Saeed; Ferns, Gordon; Nazari, Elham; Avan, Amir","Diagnostic, prognostic, and predictive biomarkers in gastric cancer: from conventional to novel biomarkers",TRANSLATIONAL RESEARCH,,"1931-5244, 1878-1810",10.1016/j.trsl.2024.09.001,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=001321771300001,"Gastric cancer is a major health concern worldwide. The survival rate of Gastric cancer greatly depends on the stage at which it is diagnosed. Early diagnosis is critical for improving survival outcomes. To improve the chances of early diagnosis, regular screening tests, such as an upper endoscopy or barium swallow, are recommended for individuals at a higher risk due to factors like family history or a previous diagnosis of gastric conditions. Biomarkers can be detected and measured using non-invasive methods such as blood tests, urine tests, breath analysis, or imaging techniques. These non-invasive approaches offer many advantages, including convenience, safety, and cost-effectiveness, making them valuable tools for disease diagnosis, monitoring, and research. Biomarker-based tests have emerged as a useful tool for identifying gastric cancer early, monitoring treatment response, assessing the recurrence risk, and personalizing treatment plans. In this current review, we have explored both classical and novel biomarkers for gastric cancer. We have centralized their potential clinical application and discussed the challenges in Gastric cancer research.",Dec-24,2025/4/23 17:57,2025/4/23 19:50,,35-48,,,274,,Transl. Res.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 14 Place: New York Publisher: Elsevier Science Inc Web of Science ID: WOS:001321771300001,,,,Gastric cancer; Diagnosis; Prognosis; Biomarkers; SERUM PEPSINOGEN; C-MET; CHEMOTHERAPY RESISTANCE; CIRCULATING TUMOR-CELLS; COPY NUMBER; FREE DNA; INCREASED EXPRESSION; NONCODING RNA UCA1; POTENTIAL BIOMARKER; Predicting treatment response; VEGF-A; 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VA8C4RT,journalArticle,2023,"Wang, Zhe; Liu, Yang; Niu, Xing",Application of artificial intelligence for improving early detection and prediction of therapeutic outcomes for gastric cancer in the era of precision oncology,SEMINARS IN CANCER BIOLOGY,,"1044-579X, 1096-3650",10.1016/j.semcancer.2023.04.009,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=001013026800001,"Gastric cancer is a leading contributor to cancer incidence and mortality globally. Recently, artificial intelligence approaches, particularly machine learning and deep learning, are rapidly reshaping the full spectrum of clinical management for gastric cancer. Machine learning is formed from computers running repeated iterative models for progressively improving performance on a particular task. Deep learning is a subtype of machine learning on the basis of multilayered neural networks inspired by the human brain. This review summarizes the application of artificial intelligence algorithms to multi-dimensional data including clinical and follow-up information, conventional images (endoscope, histopathology, and computed tomography (CT)), molecular biomarkers, etc. to improve the risk surveillance of gastric cancer with established risk factors; the accuracy of diagnosis, and survival prediction among established gastric cancer patients; and the prediction of treatment outcomes for assisting clinical decision making. Therefore, artificial intelligence makes a profound impact on almost all aspects of gastric cancer from improving diagnosis to precision medicine. Despite this, most established artificial intelligence-based models are in a research-based format and often have limited value in real-world clinical practice. With the increasing adoption of artificial intelligence in clinical use, we anticipate the arrival of artificial intelligence-powered gastric cancer care.",Aug-23,2025/4/23 17:57,2025/4/23 19:54,,83-96,,,93,,Semin. Cancer Biol.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 14 Place: London Publisher: Academic Press Ltd- Elsevier Science Ltd Web of Science ID: WOS:001013026800001,,,,Gastric cancer; CHEMOTHERAPY; Artificial intelligence; LYMPH-NODE METASTASIS; INVASION DEPTH; LEARNING-SYSTEM; ENDOSCOPIC SUBMUCOSAL DISSECTION; DOUBLE-BLIND; GASTROESOPHAGEAL JUNCTION; Diagnostics; DISTAL GASTRECTOMY; PLUS; Prognostication; RADIOMIC NOMOGRAM; Therapeutic outcomes; 212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZQYC2EKU,journalArticle,2019,"Wu, Dan; Zhan, Pinglu; Ma, Ji; Xu, Jinbo; Yang, Li; Xu, Weidan; Que, Haifeng; Chen, Meifen; Xu, Hongtao",Serum biomarker panels for the diagnosis of gastric cancer,CANCER MEDICINE,,2045-7634,10.1002/cam4.2055,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000477027100025,"Gastric cancer is a leading cause of mortality due to neoplastic disease. Although early detection of gastric cancers can decrease the mortality rate, it remains a diagnostic challenge because of the lack of effective biomarkers. In this study, fifteen gastric cancer patients and ten healthy subjects were recruited to assess novel serum biomarkers for gastric cancer using antibody microarray technology. ELISA was utilized to validate the antibody array results. As a result, compared to the controls, eleven cytokines were found to be significantly increased in gastric cancer, including interferon gamma receptor 1 (IFNGR1), neurogenic locus notch homolog protein 3 (Notch-3), tumor necrosis factor receptor superfamily member 19L (TNFRSF19L), growth hormone receptor (GHR), signaling lymphocytic activation molecule family 8 (SLAMF8), folate receptor beta (FR-beta), integrin alpha 5, galectin-8, erythropoietin-producing hepatocellular A1 (EphA1), epiregulin, and fibroblast growth factor 12 (FGF-12) with P<0.05. ELISA validation supported the results of the antibody array. More importantly, most of these eleven cytokines, including IFNGR1, TNFRSF19L, GHR, SLAMF8, FR-beta, and integrin alpha 5 were discovered to be elevated in gastric cancer serum samples for the first time in this study, suggesting that these proteins may serve as novel biomarkers for the early diagnosis and prognosis determination of gastric cancer.",Apr-19,2025/4/23 17:57,2025/4/23 20:06,,1576-1583,,4,8,,Cancer Med.,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 8 Place: Hoboken Publisher: Wiley Web of Science ID: WOS:000477027100025,,,,gastric cancer; EXPRESSION; RECURRENCE; CLINICAL-SIGNIFICANCE; biomarkers; PROTEIN; BINDING; serum; FAMILY; CARCINOMAS; antibody array; FOLATE RECEPTOR-ALPHA; GALECTIN-8; 695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92IEI5VM,journalArticle,2023,"Yong, Ming Ping; Hum, Yan Chai; Lai, Khin Wee; Lee, Ying Loong; Goh, Choon-Hian; Yap, Wun-She; Tee, Yee Kai",Histopathological Gastric Cancer Detection on GasHisSDB Dataset Using Deep Ensemble Learning,DIAGNOSTICS,,2075-4418,10.3390/diagnostics13101793,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000997349700001,"Gastric cancer is a leading cause of cancer-related deaths worldwide, underscoring the need for early detection to improve patient survival rates. The current clinical gold standard for detection is histopathological image analysis, but this process is manual, laborious, and time-consuming. As a result, there has been growing interest in developing computer-aided diagnosis to assist pathologists. Deep learning has shown promise in this regard, but each model can only extract a limited number of image features for classification. To overcome this limitation and improve classification performance, this study proposes ensemble models that combine the decisions of several deep learning models. To evaluate the effectiveness of the proposed models, we tested their performance on the publicly available gastric cancer dataset, Gastric Histopathology Sub-size Image Database. Our experimental results showed that the top 5 ensemble model achieved state-of-the-art detection accuracy in all sub-databases, with the highest detection accuracy of 99.20% in the 160 x 160 pixels sub-database. These results demonstrated that ensemble models could extract important features from smaller patch sizes and achieve promising performance. Overall, our proposed work could assist pathologists in detecting gastric cancer through histopathological image analysis and contribute to early gastric cancer detection to improve patient survival rates.",2023/5/18,2025/4/23 17:57,2025/4/23 19:54,,1793,,10,13,,Diagnostics,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 19 Place: Basel Publisher: MDPI Web of Science ID: WOS:000997349700001,,,,gastric cancer; deep learning; transfer learning; CLASSIFICATION; IMAGES; convolutional neural network; CONVOLUTIONAL NEURAL-NETWORKS; ensemble model; histopathology; 214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJJZVU2Q,journalArticle,2019,"Wei, Kuo-Liang; Chou, Jian-Liang; Chen, Yin-Chen; Jin, Hongchuan; Chuang, Yu-Min; Wu, Cheng-Shyong; Chan, Michael W. Y.","Methylomics analysis identifies a putative STAT3 target, SPG20, as a noninvasive epigenetic biomarker for early detection of gastric cancer",PLoS ONE,,1932-6203,10.1371/journal.pone.0218338,http://gateway.isiknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=AegeanSoftware&SrcApp=NoteExpress&DestLinkType=FullRecord&DestApp=WOS&KeyUT=000471238300091,"Gastric cancer is a leading cause of cancer worldwide. Our previous studies showed that aberrant activation of JAK/STAT3 signaling confer epigenetically silences STAT3 target genes in gastric cancer. To further investigate the clinical significance of this phenomenon, we performed Illumina 850K methylation microarray analysis in AGS gastric cancer cells, and cells depleted of STAT3. Integrative computational analysis identified SPG20 as a putative STAT3 epigenetic target, showing promoter hypomethylation in STAT3-depleted AGS cells. Bisulphite pyrosequencing and qRT-PCR confirmed that SPG20 is epigenetically silenced by promoter hypermethylation in a panel of gastric cancer cell lines including AGS cells, but not in immortalized gastric epithelial GES cells. Expression of SPG20 could be restored by the treatment with a DNMT inhibitor, further suggesting that SPG20 is epigenetically silenced by promoter methylation. Clinically, a progressive increase in SPG20 methylation was observed in tissues samples from gastritis (n = 34), to intestinal metaplasia (IM, n = 33), to gastric cancer (n = 53). Importantly, SPG20 methylation could be detected in cell-free DNA isolated from serum samples of gastritis, IM and gastric cancer patients, having a progressive similar to tissues. Taken together, SPG20, a potential STAT3 target, is frequently methylated in gastric cancer, representing a novel noninvasive biomarker for early detection of this deadly disease.",2019/6/13,2025/4/23 17:57,2025/4/23 20:05,,e0218338,,6,14,,PLoS One,,,,,,,,English,,,,,Clarivate Analytics Web of science,,Num Pages: 12 Place: San Francisco Publisher: Public Library Science Web of Science ID: WOS:000471238300091,,,,METHYLATION; PROTEIN; POOR-PROGNOSIS; HYPERMETHYLATION; TUMOR-SUPPRESSOR; CYTOTOXIN-ASSOCIATED GENE; 675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
